,id_limpio,title,author,subjects
51308,56219,I. Origen de los indios de América. II. Origen y civilizaciones de los indígenas del Perú.,"Prince, Carlos","{'Indians -- Origin', 'Indians of South America -- Peru', 'Peru -- Antiquities'}"
51344,56251,Compendio de la historia general de América. Tomo I,"Navarro y Lamarca, Carlos","{'America -- History', 'Latin America -- History', 'Indians'}"
51379,56283,Historia de las Indias (vol. 4 de 5),"Casas, Bartolomé de las","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}"
51400,56301,Hacia una Moral sin Dogmas: Lecciones sobre Emerson y el Eticismo,"Ingenieros, José","{'Ethics', 'Emerson, Ralph Waldo, 1803-1882 -- Ethics', 'Sarmiento, Domingo Faustino, 1811-1888'}"
51566,56451,"El Payador, Vol. I: Hijo de la Pampa","Lugones, Leopoldo","{'Hernández, José, 1834-1886. Martín Fierro', 'Gauchos -- Argentina', 'Folk songs, Spanish -- Argentina -- History and criticism'}"
51567,56452,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 5, De Los Documentos Legislativos, I",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
51569,56454,Hamlet: Drama en cinco actos,"Shakespeare, William","{""Murder victims' families -- Drama"", 'Revenge -- Drama', 'Kings and rulers -- Succession -- Drama', 'Tragedies (Drama)', 'Hamlet (Legendary character) -- Drama', 'Princes -- Drama', 'Denmark -- Drama', 'Fathers -- Death -- Drama'}"
51641,56519,"Viaje a los Estados Unidos, Tomo II","Prieto, Guillermo",{'United States -- Description and travel'}
51758,56624,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 4, De La Isla De Cuba, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
51920,56770,"De Sobremesa; crónicas, Tercera Parte (de 5)","Benavente, Jacinto",{'Spanish fiction -- 20th century'}
52215,57035,Comedias inéditas,"Vega, Lope de","{'Spanish drama -- Classical period, 1500-1700'}"
52426,57225,A.M.D.G.,"Pérez de Ayala, Ramón",{'Jesuits -- Fiction'}
52466,57261,El Doctor Centeno (novela completa),"Pérez Galdós, Benito",{'Spanish fiction -- 19th century'}
52468,57263,El Doctor Centeno (Tomo I),"Pérez Galdós, Benito",{'Spanish fiction -- 19th century'}
52469,57264,El Doctor Centeno (Tomo II),"Pérez Galdós, Benito",{'Spanish fiction -- 19th century'}
52513,57303,La Divina Comedia,Dante Alighieri,"{'Dante Alighieri, 1265-1321 -- Adaptations', 'Epic poetry, Italian -- Adaptations'}"
52606,57388,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 6, De La Isla De Cuba, III",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
52673,57448,Meditaciones del Quijote,"Ortega y Gasset, José","{'Fiction', 'Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote', 'Aesthetics'}"
52735,57505,El tratado de la pintura,"Leonardo, da Vinci","{'Leonardo, da Vinci, 1452-1519', 'Alberti, Leon Battista, 1404-1472', 'Painting -- Early works to 1800'}"
52785,57550,El Folk-lore Filipino (Tomo I),"Reyes y Florentino, Isabelo de los","{'Folklore -- Philippines', 'Philippines -- Social life and customs'}"
52829,57590,La verdad sospechosa,"Ruiz de Alarcón, Juan","{'Spanish drama -- Classical period, 1500-1700'}"
52893,57648,Romancero selecto del Cid,Anonymous,"{'Ballads, Spanish', 'Cid, approximately 1043-1099 -- Romances'}"
52900,57654,La Ilíada,Homer,"{'Trojan War', 'Achilles (Mythological character)', 'Epic poetry, Greek -- Translations into Spanish'}"
52923,57675,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 7, De Los Pleitos de Colón, I",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
53041,57781,Cañas y barro: Novela,"Blasco Ibáñez, Vicente",{'Spanish fiction -- 20th century'}
53093,57828,Cosas de España; tomo 1: (El país de lo imprevisto),"Ford, Richard",{'Spain -- Description and travel'}
53234,57955,Los entremeses,"Cervantes Saavedra, Miguel de","{'Spanish drama -- Classical period, 1500-1700'}"
53240,57960,"Historia de América desde sus tiempos más remotos hasta nuestros días, tomo I","Ortega Rubio, Juan",{'America -- History'}
53264,57982,España invertebrada: Bosquejo de algunos pensamientos históricos,"Ortega y Gasset, José",{'Spain -- Civilization -- Philosophy'}
53338,58049,El Marqués de Bradomín: Coloquios Románticos,"Valle-Inclán, Ramón del",{'Spanish drama'}
53349,58059,La madre naturaleza (2ª parte de Los pazos de Ulloa),"Pardo Bazán, Emilia, condesa de","{'Aristocracy (Social class) -- Spain -- Fiction', 'Love stories', 'Social classes -- Spain -- Fiction', 'Siblings -- Fiction', 'Clergy -- Spain -- Fiction', 'Galicia (Spain : Region) -- Fiction', 'Country life -- Spain -- Galicia (Region) -- Fiction', 'Incest -- Fiction'}"
53369,58077,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 8, De Los Pleitos de Colón, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
53399,58103,20 poemas para ser leídos en el tranvía,"Girondo, Oliverio",{'Argentine poetry'}
53499,58194,Tirso de Molina,"Molina, Tirso de","{'Spanish drama -- Classical period, 1500-1700'}"
53530,58221,La Odisea,Homer,"{'Odysseus, King of Ithaca (Mythological character)', 'Epic poetry, Greek -- Translations into Spanish'}"
53574,58261,Vida de Cervantes,"Mayans y Siscar, Gregorio","{'Valencia (Spain) -- Intellectual life', 'Cervantes Saavedra, Miguel de, 1547-1616'}"
53589,58275,"Granada, Poema Oriental, precedido de la Leyenda de al-Hamar, Tomo 2","Zorrilla, José",{'Granada (Spain) -- History -- Poetry'}
53614,58298,"La dama errante: La raza, Tomo I","Baroja, Pío",{'Spanish fiction -- 20th century'}
53652,58331,Recuerdos de mi vida (tomo 1 de 2),"Ramón y Cajal, Santiago","{'Ramón y Cajal, Santiago, 1852-1934', 'Anatomists -- Spain -- Biography'}"
53700,58375,La Caravana Pasa: Obras Completas Vol. I,"Darío, Rubén",{'Nicaraguan literature'}
53756,58425,"Mitos, supersticiones y supervivencias populares de Bolivia","Paredes, M. Rigoberto (Manuel Rigoberto)","{'Indians of South America -- Bolivia -- Social life and customs', 'Indian mythology -- Bolivia', 'Folklore -- Bolivia'}"
53821,58484,"De Sobremesa; crónicas, Cuarta Parte (de 5)","Benavente, Jacinto",{'Spanish fiction -- 20th century'}
53889,58545,"De Sobremesa; crónicas, Quinta Parte (de 5)","Benavente, Jacinto",{'Spanish fiction -- 20th century'}
53998,58643,"Teatro selecto, tomo 3 de 4","Calderón de la Barca, Pedro","{'Spanish drama -- Classical period, 1500-1700'}"
54076,58713,México tal cual es,"Fornaro, Carlo de","{'Díaz, Porfirio, 1830-1915', 'Mexico -- Politics and government -- 1867-1910'}"
54149,5877,"Reina Valera New Testament of the Bible 1602, Book of Matthew",,{'Bible. New Testament'}
54160,5878,Reina Valera New Testament of the Bible 1858,,{'Bible. New Testament'}
54171,5879,Reina Valera New Testament of the Bible 1862,,{'Bible. New Testament'}
54183,5880,Reina Valera New Testament of the Bible 1865,,{'Bible. New Testament'}
54194,5881,Reina Valera New Testament of the Bible 1909,,{'Bible. New Testament'}
54244,58865,Volvoreta,"Fernández-Flórez, Wenceslao","{'Galicia (Spain : Region) -- Fiction', 'Social classes -- Fiction'}"
54294,58910,"Viaje a los Estados Unidos, Tomo III","Prieto, Guillermo",{'United States -- Description and travel'}
54300,58916,Cosas de España; tomo 2: (El país de lo imprevisto),"Ford, Richard",{'Spain -- Description and travel'}
54565,59154,El Niño de la Bola: Novela,"Alarcón, Pedro Antonio de",{'Spanish fiction -- 19th century'}
54603,59189,"Descripcion Geografica De Un Nuevo Camino De La Gran Cordillera,: Para Facilitar Las Comunicaciones De Buenos-aires Con Chile","Sourryère de Souillac, José","{'Cerro y Zamudio, José Santiago', 'Maule (Chile : Region)', 'Mendoza (Argentina : Province)', 'Argentina -- Discovery and exploration', 'Talca (Chile : Province)', 'Mountain passes -- Andes'}"
54665,59244,Si yo fuera rico! Novela original,"Larra, Luis Mariano de",{'Spanish fiction -- 19th century'}
54940,59492,"Don Álvaro, o, La fuerza del Sino","Rivas, Angel de Saavedra, duque de",{'Spanish drama -- 19th century'}
55092,59629,Juan José: Drama en tres actos y en prosa,"Dicenta, Joaquín",{'Spanish drama -- 19th century'}
55095,59631,La Casa de los Cuervos,"Wast, Hugo",{'Santa Fe (Argentina : Province) -- History -- Fiction'}
55155,59686,Dramas de Guillermo Shakspeare [vol. 4],"Shakespeare, William","{'Shakespeare, William, 1564-1616 -- Translations into Spanish', 'English drama -- Translations into Spanish'}"
55278,59797,El Protestantismo comparado con el Catolicismo en sus relaciones con la Civilización Europea (Vols 1-2),"Balmes, Jaime Luciano","{'Catholic Church -- Apologetic works', 'Christian civilization', 'Catholic Church -- Doctrines -- Catholic authors', 'Protestantism', 'Europe -- Civilization'}"
55340,59852,Del sentimiento trágico de la vida,"Unamuno, Miguel de","{'Faith and reason -- Christianity', 'Immortality -- Christianity', 'Tragic, The -- Religious aspects -- Christianity'}"
55348,5985,"Zadig, ó El Destino, Historia Oriental",Voltaire,"{'French literature -- 18th century', 'Political fiction, French', 'Manners and customs -- Fiction'}"
55369,59879,Américo Vespucio,"Pérez Gomar, G. (Gregorio)","{'Vespucci, Amerigo, 1451-1512'}"
55421,59925,La pata de la raposa (Novela),"Pérez de Ayala, Ramón",{'Spanish fiction -- 20th century'}
55636,60117,Los Desastres de la guerra:: colección de ochenta láminas inventadas y grabadas al agua fuerte,"Goya, Francisco","{'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Pictorial works'}"
55658,60137,Una Cristiana,"Pardo Bazán, Emilia, condesa de",{'Spanish fiction -- 19th century'}
55669,60147,Vida del escudero Marcos de Obregón,"Espinel, Vicente","{'Picaresque literature, Spanish', 'Spanish fiction -- Classical period, 1500-1700'}"
55725,60198,Fuente Ovejuna,"Vega, Lope de","{'Fuenteovejuna (Spain) -- History -- Drama', 'Spanish drama -- Classical period, 1500-1700'}"
55740,60210,Las fiestas de San Juan: Reseña histórica de lo que han sido y de lo que son relación verídica de las que se celebran en este año de 1868,"Asenjo y Arteaga, Federico","{'San Juan (P.R.) -- History', 'San Juan (P.R.) -- Social life and customs', 'Festivals -- Puerto Rico -- San Juan'}"
55821,60284,Clemencia: Novela de costumbres,"Caballero, Fernán","{'Women -- Spain -- Fiction', 'Spain -- Social life and customs -- 19th century -- Fiction', 'Spain -- Social conditions -- 19th century -- Fiction', 'Historical fiction, Spanish'}"
55923,60376,Cuentos de poeta,"Blanco-Fombona, Rufino","{'Short stories, Venezuelan', 'Venezuelan fiction'}"
56021,60464,El árbol de la ciencia: novela,"Baroja, Pío","{'Spain -- Fiction', 'Spanish fiction -- 20th century', 'Madrid (Spain) -- Fiction', 'Medical students -- Fiction', 'Physicians -- Fiction'}"
56073,60510,Deberes de buena sociedad,"Fabra, Camilo",{'Etiquette -- Spain -- 19th century'}
56210,60634,Divertidas aventuras del nieto de Juan Moreira,"Payró, Roberto Jorge",{'Argentine fiction -- 20th century'}
56255,60675,Recuerdos de mi vida (tomo 2 de 2),"Ramón y Cajal, Santiago","{'Ramón y Cajal, Santiago, 1852-1934', 'Anatomists -- Spain -- Biography'}"
56336,60748,Nacha Regules: Novela,"Gálvez, Manuel","{'Argentina -- Social conditions -- 20th century -- Fiction', 'Prostitution -- Fiction', 'Poverty -- Fiction'}"
56487,60884,El Quijote apócrifo,"Fernández de Avellaneda, Alonso","{'Quixote, Don (Fictitious character) -- Fiction'}"
56535,60927,Comedias escogidas,"Fernández de Moratín, Leandro",{'Spanish drama -- 19th century'}
56584,60971,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 9, De Los Documentos Legislativos, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}"
56642,61022,"Guerra de Granada: Hecha por el rey D. Felipe II, contra los Moriscos de aquel reino, sus rebeldes; Seguida de la vida del Lazarillo de Tormes, sus fortunas y adversidades","Hurtado de Mendoza, Diego","{'Spain -- History -- Philip II, 1556-1598', 'Granada (Spain : Reino) -- History', 'Moriscos'}"
56826,61189,"El amor, el dandysmo y la intriga","Baroja, Pío","{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}"
56842,61202,Novelas ejemplares,"Cervantes Saavedra, Miguel de","{'Spanish fiction -- Classical period, 1500-1700'}"
56888,61244,Cosas que fueron: Cuadros de costumbres,"Alarcón, Pedro Antonio de","{'Short stories, Spanish', 'Madrid (Spain) -- Social life and customs -- Fiction'}"
56993,61339,"Claros varones de Castilla, y Letras","Pulgar, Fernando del","{'Nobility -- Spain -- Biography -- Early works to 1800', 'Spain -- History -- 711-1516 -- Biography'}"
57018,61361,"Juicio razonado sobre los acontecimientos de Europa, situacion del Sumo Pontífice, y tambien sobre la ventajosa posicion en que se encuentra la España, respecto del resto de Europa","Villarragut y Aquiriano, Antonio","{'Europe -- History -- 1848-1849', 'Spain -- Politics and government', 'Pius IX, Pope, 1792-1878'}"
57078,61415,Místicas; poesías,"Adler, María Raquel",{'Argentine poetry'}
57103,61438,Sónnica la cortesana: Novela,"Blasco Ibáñez, Vicente","{'Sagunto (Spain) -- History -- Siege, 219-218 B.C. -- Fiction'}"
57133,61465,Apuntes para una Gramática Valenciana Popular,"Nebot Pérez, José","{'Catalan language -- Grammar', 'Catalan language -- Dialects -- Spain -- Valencia (Region)'}"
57180,61508,Eneida; v.1 de 2,Virgil,"{'Aeneas (Legendary character) -- Poetry', 'Epic poetry, Latin -- Translations into Spanish'}"
57252,61573,La perfecta casada,"León, Luis de",{'Marriage -- Early works to 1800'}
57275,61594,Tratado de Ortografía Valenciana Clásica,"Nebot Pérez, José","{'Catalan language -- Orthography and spelling', 'Catalan language -- Dialects -- Spain -- Valencia (Region)'}"
57393,61700,"El Tratado de París: Conferencias pronunciadas en el círculo de la Unión mercantil en los días 22, 24 y 27 de febrero de 1904","Montero Ríos, Eugenio",{'Treaty of Peace between the United States and Spain (1898 December 10)'}
57435,61739,Los exploradores españoles del siglo XVI,"Lummis, Charles Fletcher","{'New Mexico -- History -- To 1848', 'Peru -- History -- Conquest, 1522-1548', 'America -- Discovery and exploration -- Spanish'}"
57538,61831,"Cristóbal Colón y el descubrimiento de América, Tomo 1: Historia de la geografía del nuevo continente y de los progresos de la astronomía náutica en los siglos XV y XVI","Humboldt, Alexander von","{'America -- Discovery and exploration -- Spanish', 'Columbus, Christopher, 1451-1506', 'Navigation -- History'}"
57539,61832,"Cristóbal Colón y el descubrimiento de América, Tomo 2: Historia de la geografía del nuevo continente y de los progresos de la astronomía náutica en los siglos XV y XVI","Humboldt, Alexander von","{'America -- Discovery and exploration -- Spanish', 'Columbus, Christopher, 1451-1506', 'Navigation -- History'}"
57560,61851,El crimen y el castigo,"Dostoyevsky, Fyodor","{'Detective and mystery stories', 'Saint Petersburg (Russia) -- Fiction', 'Crime -- Psychological aspects -- Fiction', 'Murder -- Fiction', 'Psychological fiction'}"
57585,61874,Alma vasca,"Salaverría, José María",{'Basques'}
57599,61887,Una historia de dos ciudades,"Dickens, Charles","{'London (England) -- History -- 18th century -- Fiction', 'Executions and executioners -- Fiction', 'French -- England -- London -- Fiction', 'War stories', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Historical fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction', 'British -- France -- Paris -- Fiction', 'Lookalikes -- Fiction'}"
57633,61917,Educación común en el Estado de Buenos-Aires,"Sarmiento, Domingo Faustino",{'Agricultural education -- Argentina'}
57747,62019,Política americana,"Calvo, Alejandro","{'Monroe doctrine', 'Latin America -- Relations -- United States', 'United States -- Relations -- Latin America'}"
57950,62201,Los Ladrones de Londres,"Dickens, Charles","{'Criminals -- Fiction', 'London (England) -- Fiction', 'Boys -- Fiction', 'Kidnapping victims -- Fiction', 'Bildungsromans', 'Orphans -- Fiction'}"
57961,62211,Nuevas investigaciones sobre el origen del nombre América,"Marcou, Jules","{'Vespucci, Amerigo, 1451-1512', 'America -- Names'}"
58121,62356,Defensa obligada contra acusaciones gratuitas,"Nozaleda, Bernardino","{'War -- Religious aspects', 'Spanish-American War, 1898 -- Religious aspects', 'Nozaleda, Bernardino 1844-1927', 'Spanish-American War, 1898 -- Personal narratives, Spanish'}"
58124,62359,El anacronópete; Viaje a China; Metempsicosis,"Gaspar, Enrique","{'Time travel -- Fiction', 'China -- Fiction', 'Science fiction, Spanish'}"
58127,62361,El Señor y los demás son Cuentos,"Alas, Leopoldo","{'Short stories, Spanish', 'Spanish fiction -- 19th century'}"
58226,62450,"Historia del Paraguay, Río de La Plata y Tucumán","Guevara, José","{'Tucumán (Argentina : Gobernación)', 'Indians of South America -- Paraguay', 'Argentina -- History -- To 1810', 'Paraguay -- History -- To 1811'}"
58253,62475,Islas Filipinas - Administracion de Justicia: Memoria dedicada á la exposicion colonial de Amsterdam,"Villarragut y Estevan, Carlos","{'Philippines -- Politics and government -- 1521-1898', 'Justice, Administration of -- Philippines'}"
58346,62559,"Diario del piloto de la Real Armada, D. Basilio Villarino, del reconocimiento, que hizo del Río Negro, en la costa oriental de Patagonia, el año de 1782","Villarino, Basilio","{'Argentina -- Description and travel', 'Río Negro (Argentina) -- Description and travel'}"
58352,62564,Oasis en la vida,"Gorriti, Juana Manuela",{'Argentine fiction -- 19th century'}
58422,62627,El caso extraño del Doctor Jekyll,"Stevenson, Robert Louis","{'Horror tales', 'Self-experimentation in medicine -- Fiction', 'Multiple personality -- Fiction', 'London (England) -- Fiction', 'Science fiction', 'Physicians -- Fiction', 'Psychological fiction'}"
58493,62691,El criticón (tomo 1 de 2),"Gracián y Morales, Baltasar","{'Spanish fiction -- Classical period, 1500-1700'}"
58516,62711,Naturaleza de las cosas: Versión en prosa del poema «De rerum natura»,,"{'Didactic poetry, Latin -- Adaptations', 'Philosophy, Ancient'}"
58597,62785,Pago Chico,"Payró, Roberto Jorge",{'Argentine fiction -- 20th century'}
58659,62840,Memorias de un vagón de ferrocarril,"Zamacois, Eduardo","{'Railroad stories', 'Spanish fiction -- 20th century'}"
58670,62850,La reina Calafia (novela),"Blasco Ibáñez, Vicente",{'Spanish fiction -- 20th century'}
58692,62870,"Historia de América desde sus tiempos más remotos hasta nuestros días, tomo II","Ortega Rubio, Juan",{'America -- History'}
58754,62926,"Historia del famoso predicador Fray Gerundio de Campazas, alias Zotes (1 de 2)","Isla, José Francisco de",{'Spanish fiction -- 18th century'}
58783,62952,El casamiento de Laucha,"Payró, Roberto Jorge",{'Argentine fiction -- 20th century'}
58818,62984,Cartas americanas. Primera serie,"Valera, Juan","{'Spanish American literature -- History and criticism', 'Spanish literature -- History and criticism'}"
58820,62986,Tres relatos porteños: Segunda edición,"Cancela, Arturo",{'Argentine fiction -- 20th century'}
58858,63019,Sainetes,"Arniches y Barrera, Carlos","{'Burlesque (Literature)', 'Spanish drama -- 20th century', 'Sainetes', 'Spanish drama (Comedy)'}"
58871,63030,"Tauromaquia completa, ó sea, El arte de torear en plaza","Montes, Francisco",{'Bullfights -- Spain'}
58950,63101,Nuevas cartas americanas,"Valera, Juan","{'South America -- Intellectual life', 'Spanish American literature -- History and criticism', 'Positivism'}"
59090,63228,La quinta de Palmyra: (Novela grande),"Gómez de la Serna, Ramón",{'Spanish fiction -- 20th century'}
59201,63328,"Teatro selecto, tomo 4 de 4","Calderón de la Barca, Pedro","{'Spanish drama -- Classical period, 1500-1700'}"
59235,63359,San Ignacio de Loyola,"Marcos, Benjamín","{'Ignatius, of Loyola, Saint, 1491-1556'}"
59256,63378,El corazón juglar,"Urbina, Luis G. (Luis Gonzaga)",{'Mexican poetry'}
59284,63402,El criticón (tomo 2 de 2),"Gracián y Morales, Baltasar","{'Spanish fiction -- Classical period, 1500-1700'}"
59295,63412,Lo prohibido (novela completa),"Pérez Galdós, Benito",{'Spain -- Social life and customs -- Fiction'}
59296,63413,Lo prohibido (tomo 1 de 2),"Pérez Galdós, Benito",{'Spain -- Social life and customs -- Fiction'}
59297,63414,Lo prohibido (tomo 2 de 2),"Pérez Galdós, Benito",{'Spain -- Social life and customs -- Fiction'}
59308,63424,Cuentos populares en Chile,"Laval, Ramón A. (Ramón Arminio)","{'Folklore -- Chile', 'Tales -- Chile'}"
59352,63464,Nuestra Pampa; libro de lectura,"Molins, W. Jaime (Wenceslao Jaime)",{'La Pampa (Argentina : Province) -- Description and travel'}
59402,63509,Edipo rey; Edipo en Colona; Antígona,Sophocles,"{'Tragedies (Drama)', 'Oedipus (Greek mythological figure) -- Drama'}"
59420,63525,"El poema de la Pampa: ""Martín Fierro"" y el criollismo español","Salaverría, José María","{'Hernández, José, 1834-1886. Martín Fierro'}"
59488,63587,Estampas de viaje: España en los días de la guerra,"Urbina, Luis G. (Luis Gonzaga)",{'Spain -- Description and travel'}
59504,63600,Una Excursión a los Indios Ranqueles - Tomo 1,"Mansilla, Lucio V.","{'Ranquel Indians', 'Argentina -- Description and travel'}"
59592,63680,Las figuras de cera: novela,"Baroja, Pío","{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}"
59615,63700,"Historia del famoso predicador Fray Gerundio de Campazas, alias Zotes (2 de 2)","Isla, José Francisco de",{'Spanish fiction -- 18th century'}
59688,63767,Una excursión a los indios ranqueles - Tomo 2,"Mansilla, Lucio V.","{'Ranquel Indians', 'Argentina -- Description and travel'}"
59737,63810,La vuelta al mundo de un novelista; vol. 1/3,"Blasco Ibáñez, Vicente",{'Voyages around the world'}
59743,63816,La vuelta al mundo de un novelista; vol. 2/3,"Blasco Ibáñez, Vicente",{'Voyages around the world'}
59751,63823,Nuevas poesías y evangélicas: con un estudio del Dr. Alfredo Palacios,Almafuerte,"{'Argentine poetry', 'Argentine literature'}"
59861,63922,"De tal palo, tal astilla","Pereda, José María de",{'Spanish fiction -- 19th century'}
60012,64058,Fábulas y cuentos en verso: Selección,,"{'Fables, Spanish'}"
60156,64188,La simulación en la lucha por la vida,"Ingenieros, José","{'Personality disorders', 'Malingering', 'Psychology, Comparative'}"
60412,64418,Paisajes Argentinos,"Salaverría, José María",{'Argentina -- Description and travel'}
60435,64439,Troteras y danzaderas: Novela,"Pérez de Ayala, Ramón",{'Spanish fiction -- 20th century'}
60464,64465,Novelas ejemplares y amorosas,"Zayas y Sotomayor, María de","{'Spanish fiction -- Classical period, 1500-1700'}"
60601,64589,Doctor Sutilis (Cuentos),"Alas, Leopoldo","{'Short stories, Spanish', 'Spanish fiction'}"
60676,64656,"Historia de los siete murciélagos, leyenda árabe","Fernández y González, Manuel",{'Spanish fiction -- 19th century'}
60689,64668,El imperio jesuítico,"Lugones, Leopoldo","{'Indians of South America -- Missions -- Paraguay', 'Jesuits -- Missions -- Paraguay', 'Paraguay -- History -- To 1811', 'Guarani Indians -- Missions'}"
60808,64775,Los Lusíadas: Poema épico en diez cantos,"Camões, Luís de","{'Explorers -- Portugal -- Poetry', 'Epic poetry, Portuguese -- Translations into Spanish', 'Portuguese poetry -- Classical period, 1500-1700 -- Translations into Spanish', 'Portugal -- Colonies -- Asia -- Poetry', 'Gama, Vasco da, 1469-1524 -- Poetry', 'India -- Discovery and exploration -- Poetry'}"
60997,64945,Verdadera historia de los sucesos de la conquista de la Nueva-España (1 de 3),"Díaz del Castillo, Bernal","{'Mexico -- History -- Conquest, 1519-1540'}"
60998,64946,Verdadera historia de los sucesos de la conquista de la Nueva-España (2 de 3),"Díaz del Castillo, Bernal","{'Mexico -- History -- Conquest, 1519-1540'}"
60999,64947,Verdadera historia de los sucesos de la conquista de la Nueva-España (3 de 3),"Díaz del Castillo, Bernal","{'Mexico -- History -- Conquest, 1519-1540'}"
61029,64974,El Hombre Mediocre: Ensayo de psicologia y moral,"Ingenieros, José","{'Character', 'Human beings'}"
61086,65024,Los Conquistadores: El origen heróico de América,"Salaverría, José María","{'America -- Discovery and exploration', 'Latin America -- History'}"
61097,65034,Velázquez en el museo del Prado,"Beruete y Moret, A. de (Aureliano)","{'Velázquez, Diego, 1599-1660'}"
61234,65158,Tipos trashumantes: cróquis á pluma,"Pereda, José María de",{'Spanish literature -- 19th century'}
61242,65165,Vida de Jesús,"Renan, Ernest","{'Jesus Christ -- Biography', 'Christian biography -- Palestine'}"
61380,6528,Sagradas Escrituras Version Antigua,"Stendal, Russell",{'Bible'}
61429,65333,Halma,"Pérez Galdós, Benito","{'Christian communities -- Fiction', 'Priests -- Fiction', 'Spanish fiction -- 19th century'}"
61515,65410,Los Apóstoles,"Renan, Ernest",{'Apostles'}
61598,65486,Dramas (1 de 2): Hernani; El Rey se divierte; Los Burgraves,"Hugo, Victor",{'French drama -- Translations into Spanish'}
61707,65584,Dramas (2 de 2): Lucrecia Borgia; María Tudor; La Esmeralda; Ruy Blas,"Hugo, Victor",{'French drama -- Translations into Spanish'}
61761,65632,La prueba,"Pardo Bazán, Emilia, condesa de",{'Spanish fiction'}
61819,65685,Libros de caballerías: Selección,,"{'Spanish fiction -- Classical period, 1500-1700'}"
61823,65689,Las Fuerzas Extrañas,"Lugones, Leopoldo","{'Science fiction, Argentine', 'Argentine fiction -- 20th century', 'Short stories, Argentine'}"
61857,65719,La familia de Doctor Pedraza,"Blasco Ibáñez, Vicente",{'Spanish fiction -- 20th century'}
61878,65738,El conde Lucanor,"Juan Manuel, Infante of Castile","{'Spanish literature', 'Tales, Medieval'}"
61964,65815,Vidas Ejemplares: Beethoven—Miguel Ángel—Tolstoi,"Rolland, Romain","{'Tolstoy, Leo, graf, 1828-1910', 'Michelangelo Buonarroti, 1475-1564', 'Beethoven, Ludwig van, 1770-1827'}"
62036,65880,Las cien mejores poesías (lí­ricas) de la lengua castellana,,{'Spanish poetry'}
62099,65937,Que nada se sabe,"Sánchez, Francisco",{'Skepticism -- Early works to 1800'}
62155,65988,Ausías March y su época,"Rubió y Ors, Joaquín","{'March, Ausiàs, 1397?-1459 -- Criticism and interpretation'}"
62167,65999,"Los Sueños, Volume I","Quevedo, Francisco de","{'Satire, Spanish', 'Spanish literature -- Classical period, 1500-1700'}"
62196,66023,Tragedias,Aeschylus,"{'Mythology, Greek -- Drama', 'Aeschylus -- Translations into Spanish'}"
62461,66262,"Los Sueños, Volume II","Quevedo, Francisco de","{'Satire, Spanish', 'Spanish literature -- Classical period, 1500-1700'}"
62486,66285,Salambó,"Flaubert, Gustave","{'Historical fiction', 'Carthage (Extinct city) -- History -- Fiction'}"
62544,66337,Metamorfóseos o Transformaciones (1 de 4),Ovid,"{'Classical literature', 'Metamorphosis -- Mythology', 'Fables, Latin -- Translations into Spanish', 'Mythology, Classical'}"
62545,66338,Metamorfóseos o Transformaciones (2 de 4),Ovid,"{'Classical literature', 'Metamorphosis -- Mythology', 'Fables, Latin -- Translations into Spanish', 'Mythology, Classical'}"
62546,66339,Metamorfóseos o Transformaciones (3 de 4),Ovid,"{'Classical literature', 'Metamorphosis -- Mythology', 'Fables, Latin -- Translations into Spanish', 'Mythology, Classical'}"
